corporationID,corporationName,size,extent,solarSystemID,investorID1,investorShares1,investorID2,investorShares2,investorID3,investorShares3,investorID4,investorShares4,friendID,enemyID,publicShares,initialPrice,minSecurity,scattered,fringe,corridor,hub,border,factionID,sizeFactor,stationCount,stationSystemCount,description,iconID
1000289,Unshackled Overminds,L,G,,,,,,,,,,1000287,1000288,0,0,0.0,,,,,,500025,,,,"The motives of the Unshackled Overminds are obscure and inscrutable, but the evidence of contact between the swarms of this form of rogue drone and the emergent threats represented by the Drifters and Triglavians is the cause of deep concern for CONCORD.",20996
1000290,Karybdis Infestation,L,G,,,,,,,,,,1000291,1000287,0,0,0.0,,,,,,,,,,"Codename: Karybdis Infestation

CONCORD Security Classification: Omega Gold (Active)

Emergent Threat Rating: Case Red Gamma",20996
1000291,Scylla Infestation,L,G,,,,,,,,,,1000290,1000287,0,0,0.0,,,,,,,,,,"Codename: Scylla Infestation

CONCORD Security Classification: Omega Gold (Active)

Emergent Threat Rating: Case Red Gamma",20996
1000292,Veles Clade,L,G,30002702,,,,,,,,,1000298,1000297,0,0,0.0,,,,,,500026,,,,"The Triglavian Collective has a complex social structure that is not easy for outsiders to understand on the strength of the limited observations made so far. One important element of the civilization is the so-called 'Clades', which clearly play a vital role in all aspects of the Collective.

The Veles Clade seems to be made up of many subclades and is seemingly very strong in the fields of heavy space industry, communications technology and high-energy exotic particle physics. The Veles Clade seems to prize discourse and diplomacy, after a fashion, over strife – that is, if the evidence has been understood correctly.",20996
1000293,Perun Clade,L,G,30001372,,,,,,,,,1000298,1000297,0,0,0.0,,,,,,500026,,,,"The Triglavian Collective has a complex social structure that is not easy for outsiders to understand on the strength of the limited observations made so far. One important element of the civilization is the so-called 'Clades', which clearly play a vital role in all aspects of the Collective.

The Perun Clade seems to be made up of many subclades and appears to be accomplished in space-time mechanics, high-impulse and FTL engine construction, and electronic systems. The Perun Clade apparently exerts itself in the sphere of strategic leadership of the Collective to a greater degree than others.",20996
1000294,Svarog Clade,L,G,30003504,,,,,,,,,1000298,1000297,0,0,0.0,,,,,,500026,,,,"The Triglavian Collective has a complex social structure that is not easy for outsiders to understand on the strength of the limited observations made so far. One important element of the civilization is the so-called 'Clades', which clearly play a vital role in all aspects of the Collective.

The Svarog Clade is apparently made up of many subclades and the evidence so far indicates strengths in combat vessel construction, the development of novel weapon systems and extensive use of bioadaptive mutaplasmid technology. The Svarog Clade seems the most aggressive and traditional, while inclined to explore new opportunities.",20996
1000297,AEGIS,S,G,30005204,,,,,,,,,1000125,1000298,0,0,0.0,,,,,,500027,,,,"CONCORD's Authority for Emergency Interdiction and Security (AEGIS) was set up in response to increasing losses of interstellar shipping in YC120.

When the Triglavian Invasions began in YC121, AEGIS became responsible for orbital defense and planetary fortification co-ordination.

As the Triglavian Collective pressed its invasion campaign forward in YC122, AEGIS became the central military command for EDENCOM's efforts to increase the defenses of New Eden systems.",
1000298,The Convocation of Triglav,L,G,30000157,,,,,,,,,1000293,1000297,0,0,0.0,,,,,,500026,,,,"The Convocation of Triglav Outside the Struggle appears to be a central organizing body for the Triglavian Collective. Data recovered from Triglavian structures and wreckage indicates that the Perun, Svarog, and Veles Clades are all represented in the Convocation.",
1000299,PKN Cryptographic,L,G,30001404,,,,,,,,,1000029,1000144,0,0,0.0,,,,,,500001,,,,"A wealth creation, resource exchange and data routing service from PKN Interstellar, the <b>HyperNet Relay</b> prices and synchronizes FTL communications across New Eden.

<b>HyperNet Relay</b> is operated by <b>PKN Cryptographic</b>, a PKN Interstellar corporation.

<i>Creating Value / Connecting Worlds</i>",
1000300,PKN Interstellar,L,G,30001404,,,,,,,,,1000029,1000144,0,0,0.0,,,,,,500001,,,,"Caldari State registered holding corporation for <b>PKN Interstellar</b>, an enterprise of the <i>Pikotsaunen Kaatso Nuijaa</i>.

A consortium of Caldari State megacorporations and corporate partners from across New Eden. Core focus of PKN Interstellar is space industrial facility and FTL communications infrastructure construction, maintenance and operations.

<i>Pikotsaunen Kaatso Nuijaa</i> (Dark Forest Business Club) is a gathering of respected wealth creation societies led by the CBD, Lai Dai and Nugoeihuvi corporations.",
1000301,Vimoksha Chorus,T,G,,,,,,,,,,1000197,1000162,0,0,0.0,,,,,,,,,,"<i>For too long have you been allowed to live in fear. For too long have you thought, ""If the Nation comes, we will run, and we will hide, and we will be safe."" Let it be known that there is no such thing as ""safe."" There is only deliverance, or annihilation.</i> – recording recovered from station wreckage. Speaker identified as former True Citizen, Cornelius Sedek, now leader of the <b>Vimoksha Chorus</b>.",
1000409,The Equilibrium of Mankind,L,G,,,,,,,,,,,,0,0,0.0,,,,,,,,,,"The Equilibrium of Mankind are a doomsday cult of Amarr origin that was founded roughly 1,500 years ago by Ocilan Ardishapur, a relative of both the Amarr Emperor of the time and the head of the Ardishapur Family. The cult is centered around the corrupted teachings of Aramon Khalid, believing that those who do not follow the Equilibrium's way should be exterminated in order to bring about paradise. Under this belief, they have committed several atrocities throughout their history.",
1000410,Thukker Council,M,N,30000905,,,,,,,,,1000160,1000124,0,0,0.0,,,,,,500015,,,,"The Thukker Tribe is a loose confederation of nomadic fleets and transient colonies dominated by the Great Caravans that roam the space of the Great Wildlands region, rather than by the large clans more typical of other Minmatar tribes. The Council of Caravans is the Thukker equivalent of a council of clan chiefs. Lesser caravans generally acknowledge the authority of the Council and Tribal Chief, even if only nominally, but Thukker organized as more standard clans, the so-called ""clanners"", operate more independently than caravaners and have a well-earned reputation as renegades, pirates, and ruthless mercenaries.

The Thukker Tribe is one of the seven original Minmatar tribes. After the Minmatar Rebellion the Thukkers left Minmatar space and took up the nomadic lifestyles of their ancestors, only this time in space. The closest thing they've got to home is the Great Wildlands region, where they are very numerous, but the Thukkers like to be on the move, constantly going from one solar system to another in their huge caravans, trading and scavenging.",
1000411,Nefantar Council,M,N,30003377,,,,,,,,,1000052,1000078,0,0,0.0,,,,,,500002,,,,"The Nefantar Tribe played a notorious role during the Amarr Empire's occupation of the Minmatar home worlds as collaborators who actively assisted in the enslavement of other tribes by the Amarr. The Nefantar were so faithful to the Amarr that Emperor Damius III bestowed the name ""Ammatar"" upon them. When the Great Rebellion succeeded in driving the Amarr from the Minmatar Regions, the Amarr subsequently set up the Nefantar in a puppet state called the Ammatar Mandate. Unbeknownst to anyone else, certain Ammatar elites had hidden a large number of Starkmanir Tribe survivors from the Amarr within the Mandate.

After the discovery of the Starkmanir led to a Minmatar invasion in YC110, the Nefantar conspirators and their families led a mass defection of many Ammatar back to the Minmatar Republic, assisting in the recovery of the Starkmanir. Today, the Nefantar tribe has been restored as one of the Seven Tribes of Matar, even while many of their tribe remain loyal to the Amarr Empire back in the Mandate.",
1000412,Starkmanir Council,T,N,30002507,,,,,,,,,,,0,0,0.0,,,,,,500002,,,,"Subjected to an Amarr campaign of annihilation, the Starkmanir Tribe was considered lost for centuries until the discovery in YC110 of a viable surviving population hidden by Nefantar elites on Halturzhan, the sixth planet of Jarizza in the Ammatar Mandate. The discovery spurred a Minmatar fleet into an invasion of Amarr territories with a view to recovering the Starkmanir and as many other enslaved Minmatar as possible. The vast majority of surviving Starkmanir were successfully recovered, evacuated to the Minmatar Republic, and settled on lands set aside for them by the larger tribes.

Though few in number, the Starkmanir have full status as one of the Seven Tribes of Matar and govern their affairs through a council of clan chiefs headed by the overall chief of the Starkmanir Tribe.",
1000413,AIR Laboratories,M,G,30005305,,,,,,,,,1000130,1000289,4395295098,0,0.0,,,,,,500028,,,,"The Association for Interdisciplinary Research is an independent organization focused heavily on research and development of new technologies across multiple industries. The company has subdivisions that cover everything from combat-oriented technology, industrial and economic endeavors, and exploration-focused pursuits. AIR Laboratories, a subdivision of AIR, is responsible for oversight and management of the AIR Capsuleer Training Program.",21
1000419,Paragon,H,C,,,,,,,,,,,,0,0,-1.0,,,,,,500013,,,,"Paragon was founded by EverMore as a luxury service for what they refer to as New Eden's true elite: the capsuleers. Using brand new nanoholographic technology, Paragon is the first company to offer programmable holograms that create floating emblems on ships. Paragon is both represented and run by IRIS, a cloud-based soft AI hosted in multiple human bodies. From stations dotted around New Eden, she makes exclusive offers in exchange for unique items.",25465
1000425,Cromeaux Inc,H,C,,,,,,,,,,,,10000,35,0.0,,,,,,500013,,,,"Legendary cloning corporation, Cromeaux Incorporated, has been behind some of the most cutting-edge developments in the field throughout its history. Originally a Chemal Tech subsidiary, it was purchased by Duvolle in YC111 before being sold off to EverMore in YC124.",20996
1000426,Adaptive Provisioning,H,C,,,,,,,,,,,,100000,35,0.0,,,,,,500013,,,,"A small biomass processing and food production company. There have long been questions about Adaptive Provisioning's business model that regulatory bodies have been unable to definitively answer. Its purchase by the megacorporation EverMore was regarded widely as a controversial decision, and what future plans they have for the corporation still remain unclear.",20996
1000427,Interplanetary Media Network,H,C,,,,,,,,,,,1000107,100000,35,0.0,,,,,,500013,,,,"The Interplanetary Media Network is a media aggregation group and news distribution platform. While organizations like the Scope serve those whose concerns are interstellar, most of the people of New Eden still get their news from local planetary sources. IMN purchased a large number of smaller planetary media outlets, providing them with the same level of news support as their big interstellar competition. Concerns have been raised by critics of the organization about its biases or the impact of homogenization on impartiality, by IMN has repeatedly restated its commitment to fair and balanced reporting.",20996
1000428,Verity Enhancements,H,C,,,,,,,,,,,,100000,35,0.0,,,,,,500013,,,,"A newcomer to the cybernetic scene, Verity prides itself on being an augmentation company for the common citizen. They offer high-quality implants which they argue provide practical quality-of-life improvements to the ordinary folks of New Eden. The company was founded by its CEO, Camille Vance, based on new breakthroughs in implant production. Their technology was quickly brought to market after they received an unprecedented amount of seed capital from their majority shareholder, EverMore.",20996
1000429,Vapor Sea Technologies,H,C,,,,,,,,,,,,100000,35,0.0,,,,,,500013,,,,"A cloud computing company founded by EverMore to provide data storage and processing services throughout the cluster. Its name comes from one of New Eden's most famous landmarks. According to the CEO this is because ""the Vapor Sea is a cloud filled with newly forming stars, just like our company"". Vapor Sea claims to be developing new soft AI technologies using bioneural interfaces to unlock more powerful computing that requires a fraction of the infrastructure.",20996
1000431,Disciples of Purity,H,C,,,,,,,,,,,1000084,100000,35,0.0,,,,,,500021,,,,"The scriptures tell us, “The angelic Apostles of Heaven sing praises for their children,” yet now petty heirs bicker over scraps of the profane in their stead. When heresy and madness lead the way, the righteous will not follow. For we know that, “The word of the Lord is pure” and that “we are the Chosen, Blessed above all.” Go now and teach the sinners God’s righteous will, so that they may bathe or burn in the purity of his light.

- From a speech by the newly anointed Grand Incarnate on the day of the Order’s founding.",
1000432,United Champions of Freedom,H,C,,,,,,,,,,,1000035,100000,35,0.0,,,,,,500021,,,,"Honor is what they call your chains,
Duty is the weight they bind them to,
And loyalty is the lie they tell you to make you put them on yourself.

- quote from the articles of Freedom by Sumalee Daeng",
1000433,Gallentia Primacy,H,C,,,,,,,,,,,1000120,100000,35,0.0,,,,,,500021,,,,"The dream of old Gallentia has been sullied by the soft hands of compromise and the tears of the weak. The future belongs to the Gallente, but the politicians in Callie would rather choke good and true citizens with red tape than seize it. We must grasp our destiny for ourselves, we must obliterate corruption like a supernova shining the way to a bright and new tomorrow!

- Former Senator Thibaul Tailler to members of the Press on the day of his removal from office.",
1000434,Ashes of Turnur,H,C,,,,,,,,,,,,100000,35,0.0,,,,,,500021,,,,"When you have watched your home burn, it is tempting to become lost in the flames. Instead, return to the land, to the ash that was once your home. Ash cannot be bound, it is not consumed by the flames but flourishes in their aftermath. Watch it rise on the wind, unencumbered and free. Death has changed us but it has also burnt away the lies of progress, So let us be joyful, and show those who are less fortunate the lessons the fire taught us.

- from “From the Flames” by Kamí Día",
1000436,Malakim Zealots,S,G,30001041,,,,,,,,,,,0,0,-10.0,,,,,,500011,,,,"The Malakim Zealots were born out of the increased Angel Cartel smuggling, raiding, and technology theft activities that began against a background of escalating hostilities between New Eden's ""Big 4"" empires in the aftermath of the Triglavian Invasions. For the Angel Cartel this effort was spearheaded by the ruthless technology heist gang led by Rafik Zohar. This organization later joined with the Hakuzosu ring of Guristas spies to form the Guri Malakim raiding group.

With the resolution of a series of struggles between various criminal organizations, smuggling networks, and established pirates, a loose alliance of interests was established at the initiative of the Deathless Circle that included the Angel Cartel. The Malakim Zealots now make use of the capabilities put at their disposal by the Deathless to launch their insurgency operations deep into the Amarr-Minmatar border warzone.",
1000437,Commando Guri,S,G,30001269,,,,,,,,,,,0,0,0.0,,,,,,500010,,,,"The Commando Guri emerged out of the increased Guristas Pirates smuggling, raiding, and technology theft activities that began against a background of escalating hostilities between New Eden's ""Big 4"" empires in the aftermath of the Triglavian Invasions. For the Guristas Pirates this effort was spearheaded by the notorious ring of Guristas spies led by Esri Hakuzosu. This organization later joined with the Zohar technology heist gang to form the Guri Malakim raiding group.

With the resolution of a series of struggles between various criminal organizations, smuggling networks, and established pirates, a loose alliance of interests was established at the initiative of the Deathless Circle that included the Guristas Pirates. The Commando Guri now make use of the capabilities put at their disposal by the Deathless to launch their insurgency operations deep into the Caldari-Gallente border warzone.",
1000438,Deathless Custodians,S,G,30100000,,,,,,,,,1000441,1000297,0,0,-10.0,,,,,,500029,,,,"The Deathless Custodians are the primary engineering and logistics wing of the Deathless Circle, and notably are responsible for the maintenance, expansion, and defense of the ancient Jovian outpost known as ""The Fulcrum"". The Custodians have their own research and development group focused on the Fulcrum, Jovian stargates, and other notable sites in the Zarzakh system, but also work closely with the other divisions of the Deathless Circle. <br><br>While their most cutting-edge research and deepest delvings into the technological treasure-house that is the Fulcrum are closely guarded from prying eyes, the Custodians are rumored to be working on projects to expand the capabilities of the Fulcrum, develop new spaceship technologies, and even on advanced cloning techniques. If there is any truth to these whispers it would seem that the power of the Deathless Circle is set to grow even further.",20996
1000439,Satori-Horigu Epistemics,S,G,30100000,,,,,,,,,1000239,1000035,0,0,-10.0,,,,,,500029,,,,"Quietly founded many years ago with an injection of untraceable capital, the Caldari corporate origins of Satori-Horigu Epistemics would seem to make it an unusual addition to a coalition of smugglers and mercenaries. The corporation was recruited to the Deathless Circle for its long-standing expertise in advanced faster-than-light propulsion and communication technologies, accepting readily given the irresistible prospect of access to rare and ancient Jovian technology. <br><br>Named with an old Raata ""concept phrase"" meaning ""razor of deep understanding"" or alternatively ""waking blade"", Satori-Horigu Epistemics is a corporation with diverse membership and has always emphasized free-movement of technology and information for whoever is willing to pay the right price, regardless of national affiliations.",20996
1000440,Hrada-Oki Caravan,M,G,30100000,,,,,,,,,1000258,1000052,0,0,-10.0,,,,,,500029,,,,"In the past, the renegade Hrada-Oki Caravan was considered to be little more than a pirate fleet preying on anyone unfortunate enough to cross their winding path through the stars. While this view contains an element of truth, for the Hrada-Oki have certainly carried out colony raids and taken ships for plunder in their time, the reality is that they are primarily hard-headed pragmatists with a strong emphasis on the practicalities of survival in deep space. While this has meant putting their interests before those of others on many occasions, it has inculcated in them a deep communal sense of loyalty and an admiration for prowess in any skill useful for living in space. They disdain the Minmatar Republic and consider the Thukker Tribe's leadership to be fools. <br><br>With deep links to Thukker organized crime and other so-called ""clanner"" renegades of Thukker society, such as the infamous Seykal Clan, the Hrada-Oki have long been a target of Republic and CONCORD law-enforcement agencies. With the emergence of the Deathless Circle and its membership of the organization, the Hrada-Oki Caravan has definitively declared itself an outlaw group beyond the pale of Republic and tribal law.",20996
1000441,Deathless Wraiths,M,G,30100000,,,,,,,,,1000438,1000297,0,0,-10.0,,,,,,500029,,,,"The Deathless Wraiths are the elite infiltration, espionage, and smuggling wing of the Deathless Circle. With members drawn from among the earliest associates of the Deathless, and an emphasis on all the arts and crafts of space navigation and combat, the Wraiths also function as the main command and combat group of the Circle. <br><br>In common with many pirate organizations in New Eden, the Wraiths are by no means the only group in the Circle that carries out the tasks it specializes in but they are generally considered the tip of the spear when it comes to espionage and technology ""acquisition"" operations. While the Wraiths are deferred to on many issues, the true leadership of the Deathless Circle resides with the Deathless and his closest advisors and most trusted operatives.",20996
